Trade Id,Trade Type,Product Type,Book Legal Entity,Book,CounterParty,CounterParty.Parent Short Name,CounterParty.Attribute.Guarantor,CounterParty.Attribute.EADS_Sector,Pay Leg Principal,Pay Leg Principal Ccy,Rcv Leg Principal,Rcv Leg Principal Ccy,Trade Booking Date,Trade Settle Date,Maturity Date,Pay Leg Type,Rcv Leg Type,Pay Leg Fixed Rate,Pay Leg Floating Rate,Pay Leg DayCount,Rate Index,Rate Index Tenor,Rcv Leg Floating Rate,Rcv Leg Fixed Rate,Rcv Leg DayCount,Rate Index Spread,Pricer.ACCRUAL_PAYLEG,Pricer.ACCRUAL_RECLEG,TradeStatus,Pricer.NPV,Pay Leg Compound Type,Pay Leg Index Frequency,Pay Leg Payment Bus Day Calendar,Pay Leg Payment Bus Day Convention,Pay Leg Payment Frequency,Prin Sched Type,Rcv Leg Compound Type,Rcv Leg Fixing Convention,Rcv Leg Payment Bus Day Calendar,Rcv Leg Payment Bus Day Convention,Rcv Leg Payment Frequency
1391432,Buy,Swap,EADSNV,NV_LIABEXT,GENO_DE_FRA,,GENO_DE_FRA,BANKS,100000000.00,EUR,100000000.00,EUR,12/05/2016,13/05/2016,13/05/2026,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.39,ACTB/ACTB,0.00,23466.67,313068.49,VERIFIED,938139.37,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1388150,Buy,Swap,EADSNV,NV_LIABEXT,HYVE_DE_MUC,,HYVE_DE_MUC,BANKS,100000000.00,EUR,100000000.00,EUR,10/05/2016,13/05/2016,13/05/2031,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.70,ACTB/ACTB,0.00,23466.67,561917.81,VERIFIED,1687564.34,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1137601,Buy,Swap,EADSNV,NV_LIABEXT,MFIL_GB_LON,MFIL_JP_TYO,BOTK_JP_TYO,BANKS,100000000.00,EUR,100000000.00,EUR,25/06/2015,02/07/2015,02/04/2024,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.98,ACTB/ACTB,0.00,92316.67,892191.78,VERIFIED,3118285.00,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1129828,Buy,Swap,EADSNV,NV_LIABEXT,LBBW_DE_STR,,LBBW_DE_STR,BANKS,100000000.00,EUR,100000000.00,EUR,19/06/2015,23/06/2015,29/10/2029,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.29,ACTB/ACTB,0.00,45583.33,439095.89,VERIFIED,6610887.06,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1923795,Buy,Swap,EADSNV,NV_LIABEXT,LLCM_GB_LON,,LLCM_GB_LON,BANKS,100000000.00,EUR,100000000.00,EUR,11/05/2016,13/05/2016,13/05/2031,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.70,ACTB/ACTB,0.00,23466.67,562720.55,VERIFIED,1697387.20,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1794783,Buy,Swap,EADSNV,NV_LIABEXT,GSIL_GB_LON,GSGI_US_NYC,GSIL_GB_LON,BANKS,100000000.00,USD,100000000.00,USD,21/11/2017,22/11/2017,10/10/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.33,30/360,0.00,-32766.08,918266.67,VERIFIED,3968816.97,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
3251731,Buy,Swap,EADSNV,NV_LIABEXT,DBSS_SG_SIN,,DBSS_SG_SIN,BANKS,50000000.00,EUR,50000000.00,EUR,06/07/2021,08/07/2021,07/04/2025,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,2.00,-107137.50,527568.49,VERIFIED,-418937.52,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1652376,Buy,Swap,EADSNV,NV_LIABEXT,BYLA_DE_MUC,,BYLA_DE_MUC,BANKS,100000000.00,USD,100000000.00,USD,26/04/2017,28/04/2017,10/04/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.28,30/360,0.00,-32766.08,897361.11,VERIFIED,3502248.53,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
3198572,Buy,Swap,EADSNV,NV_LIABEXT,RBOS_NL_AMS,,RBOS_NL_AMS,BANKS,100000000.00,EUR,100000000.00,EUR,27/05/2021,09/06/2021,09/06/2030,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,1.61,-241391.67,1184246.58,VERIFIED,-3423920.44,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3198268,Buy,Swap,EADSNV,NV_LIABEXT,COBA_DE_FRA,,COBA_DE_FRA,BANKS,100000000.00,EUR,100000000.00,EUR,27/05/2021,09/06/2021,09/06/2030,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,1.64,-246925.00,1184246.58,VERIFIED,-3628199.83,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201182,Buy,Swap,EADSNV,NV_LIABEXT,BARC_IE_DUB,BARC_GB_LON,BARC_IE_DUB,BANKS,100000000.00,EUR,100000000.00,EUR,01/06/2021,03/06/2021,07/04/2028,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.00,ACTB/ACTB,2.14,-234825.00,1490410.96,VERIFIED,-2118984.63,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3234354,Buy,Swap,EADSNV,NV_LIABEXT,ROYC_FR_PAR,ROYC_CA_TOR,ROYC_CA_TOR,BANKS,50000000.00,EUR,50000000.00,EUR,02/07/2021,06/07/2021,09/06/2040,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,1.95,-160005.56,777568.49,VERIFIED,-3002475.73,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3230646,Buy,Swap,EADSNV,NV_LIABEXT,BBVA_ES_MAD,,BBVA_ES_MAD,BANKS,100000000.00,EUR,100000000.00,EUR,01/07/2021,05/07/2021,09/06/2040,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,1.93,-313555.56,1561643.84,VERIFIED,-5503281.00,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201952,Buy,Swap,EADSNV,NV_LIABEXT,NATX_FR_PAR,BPCE_FR_PAR,NATX_FR_PAR,BANKS,100000000.00,EUR,100000000.00,EUR,02/06/2021,04/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.24,-249225.00,1763356.16,VERIFIED,-3716175.15,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201988,Buy,Swap,EADSNV,NV_LIABEXT,LLCM_GB_LON,,LLCM_GB_LON,BANKS,50000000.00,EUR,50000000.00,EUR,02/06/2021,04/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.25,-125550.00,881678.08,VERIFIED,-1921741.98,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201953,Buy,Swap,EADSNV,NV_LIABEXT,HYVE_DE_MUC,,HYVE_DE_MUC,BANKS,100000000.00,EUR,100000000.00,EUR,02/06/2021,04/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.24,-250275.00,1763356.16,VERIFIED,-3787468.09,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3209772,Buy,Swap,EADSNV,NV_LIABEXT,MSSE_DE_FRA,MSCS_US_NYC,MSSE_DE_FRA,BANKS,100000000.00,EUR,100000000.00,EUR,03/06/2021,07/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.24,-249600.00,1743835.62,VERIFIED,-3761167.75,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1392512,Buy,Swap,EADSNV,NV_LIABEXT,BBVA_ES_MAD,,BBVA_ES_MAD,BANKS,100000000.00,EUR,100000000.00,EUR,13/05/2016,13/05/2016,13/05/2031,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.73,ACTB/ACTB,0.00,23466.67,588408.22,VERIFIED,2011718.46,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1136712,Buy,Swap,EADSNV,NV_LIABEXT,BSUI_FR_PAR,AGRI_FR_PAR,BSUI_FR_PAR,BANKS,100000000.00,EUR,100000000.00,EUR,26/06/2015,02/07/2015,02/04/2024,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.98,ACTB/ACTB,0.00,92316.67,896767.12,VERIFIED,3133309.22,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1129730,Buy,Swap,EADSNV,NV_LIABEXT,SOGE_FR_PAR,,SOGE_FR_PAR,BANKS,100000000.00,EUR,100000000.00,EUR,19/06/2015,23/06/2015,29/10/2029,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.29,ACTB/ACTB,0.00,45583.33,438246.58,VERIFIED,6591140.38,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3251730,Buy,Swap,EADSNV,NV_LIABEXT,BBVA_ES_MAD,,BBVA_ES_MAD,BANKS,50000000.00,EUR,50000000.00,EUR,06/07/2021,08/07/2021,09/06/2040,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,1.94,-158679.86,771061.64,VERIFIED,-2907307.38,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3252430,Buy,Swap,EADSNV,NV_LIABEXT,BKCH_GB_LON,BKCH_CN_BJS,BKCH_CN_BJS,BANKS,100000000.00,EUR,100000000.00,EUR,07/07/2021,09/07/2021,07/04/2025,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,2.03,-217500.00,1050684.93,VERIFIED,-913217.37,NO_COMPOUND,3M,"[LON, TARGET]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, TARGET]",FOLLOWING,PA
3251728,Buy,Swap,EADSNV,NV_LIABEXT,GENO_DE_FRA,,GENO_DE_FRA,BANKS,100000000.00,EUR,100000000.00,EUR,06/07/2021,08/07/2021,07/04/2025,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,2.00,-213150.00,1055136.99,VERIFIED,-813146.68,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1651135,Buy,Swap,EADSNV,NV_LIABEXT,GSIL_GB_LON,GSGI_US_NYC,GSIL_GB_LON,BANKS,100000000.00,USD,100000000.00,USD,25/04/2017,27/04/2017,10/04/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.24,30/360,0.00,-32766.08,883555.56,VERIFIED,3317713.73,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
1651104,Buy,Swap,EADSNV,NV_LIABEXT,COBA_DE_FRA,,COBA_DE_FRA,BANKS,100000000.00,USD,100000000.00,USD,25/04/2017,26/04/2017,10/04/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.24,30/360,0.00,-32766.08,881583.33,VERIFIED,3291351.61,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
1653010,Buy,Swap,EADSNV,NV_LIABEXT,SOGE_FR_PAR,,SOGE_FR_PAR,BANKS,50000000.00,USD,50000000.00,USD,26/04/2017,28/04/2017,10/04/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.27,30/360,0.00,-16383.04,448088.89,VERIFIED,1743215.63,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
3201141,Buy,Swap,EADSNV,NV_LIABEXT,ROYC_FR_PAR,ROYC_CA_TOR,ROYC_CA_TOR,BANKS,100000000.00,EUR,100000000.00,EUR,01/06/2021,03/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.23,-247500.00,1769863.01,VERIFIED,-3592540.76,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201180,Buy,Swap,EADSNV,NV_LIABEXT,SOGE_FR_PAR,,SOGE_FR_PAR,BANKS,50000000.00,EUR,50000000.00,EUR,01/06/2021,03/06/2021,07/04/2032,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,2.24,-124425.00,884931.51,VERIFIED,-1842101.56,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3199257,Buy,Swap,EADSNV,NV_LIABEXT,GSIL_FR_PAR,GSIL_GB_LON,GSIL_GB_LON,BANKS,100000000.00,EUR,100000000.00,EUR,28/05/2021,09/06/2021,09/06/2026,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.38,ACTB/ACTB,1.66,-251305.56,1002054.79,VERIFIED,-1634433.33,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1652269,Buy,Swap,EADSNV,NV_LIABEXT,JPMS_GB_LON,CHAS_US_NYC,CHAS_US_NYC,BANKS,100000000.00,USD,100000000.00,USD,25/04/2017,26/04/2017,10/04/2027,Float,Fixed,,USD/LIBOR/3M/LIBOR01,ACT/360,LIBOR,3M,,2.24,30/360,0.00,-32766.08,882569.44,VERIFIED,3304532.67,NO_COMPOUND,3M,"[LON, NYC]",MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,"[LON, NYC]",FOLLOWING,SA
1388148,Buy,Swap,EADSNV,NV_LIABEXT,LBBW_DE_STR,,LBBW_DE_STR,BANKS,100000000.00,EUR,100000000.00,EUR,10/05/2016,13/05/2016,13/05/2031,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.73,ACTB/ACTB,0.00,23466.67,588408.22,VERIFIED,2011718.46,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1391412,Buy,Swap,EADSNV,NV_LIABEXT,HELA_DE_FRA,,HELA_DE_FRA,BANKS,100000000.00,EUR,100000000.00,EUR,12/05/2016,13/05/2016,13/05/2026,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.36,ACTB/ACTB,0.00,23466.67,288986.30,VERIFIED,788453.08,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
1133571,Buy,Swap,EADSNV,NV_LIABEXT,BYLA_DE_MUC,,BYLA_DE_MUC,BANKS,200000000.00,EUR,200000000.00,EUR,24/06/2015,02/07/2015,02/04/2024,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,0.98,ACTB/ACTB,0.00,184633.33,1789873.97,VERIFIED,6254599.06,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3252431,Buy,Swap,EADSNV,NV_LIABEXT,TDOM_IE_DUB,TDOM_CA_TOR,TDOM_CA_TOR,BANKS,50000000.00,EUR,50000000.00,EUR,07/07/2021,09/07/2021,07/04/2025,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,2.02,-108225.00,525342.47,VERIFIED,-445068.79,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3198265,Buy,Swap,EADSNV,NV_LIABEXT,BBVA_ES_MAD,,BBVA_ES_MAD,BANKS,100000000.00,EUR,100000000.00,EUR,27/05/2021,09/06/2021,09/06/2030,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,1.63,-245541.67,1184246.58,VERIFIED,-3577129.98,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3230575,Buy,Swap,EADSNV,NV_LIABEXT,SOGE_FR_PAR,,SOGE_FR_PAR,BANKS,100000000.00,EUR,100000000.00,EUR,01/07/2021,05/07/2021,09/06/2040,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.38,ACTB/ACTB,1.93,-314016.67,1561643.84,VERIFIED,-5538649.23,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3198580,Buy,Swap,EADSNV,NV_LIABEXT,JPMG_DE_FRA,CHAS_US_NYC,JPMG_DE_FRA,BANKS,50000000.00,EUR,50000000.00,EUR,27/05/2021,09/06/2021,09/06/2030,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,1.62,-121041.67,592123.29,VERIFIED,-1724727.68,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3201185,Buy,Swap,EADSNV,NV_LIABEXT,CITI_GB_LON,CITI_US_NYC,CITI_US_NYC,BANKS,100000000.00,EUR,100000000.00,EUR,01/06/2021,03/06/2021,07/04/2028,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,2.00,ACTB/ACTB,2.15,-235350.00,1490410.96,VERIFIED,-2141031.73,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
3198570,Buy,Swap,EADSNV,NV_LIABEXT,BYLA_DE_MUC,,BYLA_DE_MUC,BANKS,100000000.00,EUR,100000000.00,EUR,27/05/2021,09/06/2021,09/06/2030,Float,Fixed,,EUR/EURIBOR/3M/EURIBOR01,ACT/360,EURIBOR,3M,,1.63,ACTB/ACTB,1.62,-244158.33,1184246.58,VERIFIED,-3526060.14,NO_COMPOUND,3M,[TARGET],MOD_FOLLOW,QTR,Bullet,NO_COMPOUND,Bus,[TARGET],FOLLOWING,PA
